Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
House of Sand and Fog,(2003),"Crime,Drama",An abandoned wife is evicted from her house and starts a tragic conflict with her house's new owners.,"https://m.media-amazon.com/images/M/MV5BMTIzMjQ5NzM2M15BMl5BanBnXkFtZTYwMzU2NDY3._V1_UX67_CR0,0,67,98_AL_.jpg",315983,https://www.imdb.com/title/tt0315983/,126 min,PG-13,"17,175",7.1,Posters\315983.jpg
Open Range,(2003),"Action,Drama,Romance",A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,"https://m.media-amazon.com/images/M/MV5BMTYyNjA4NTY3N15BMl5BanBnXkFtZTYwNjc0MDM3._V1_UX67_CR0,0,67,98_AL_.jpg",316356,https://www.imdb.com/title/tt0316356/,135 min,A,"622,007",8.0,Posters\316356.jpg
Utopia,(I) (2014– ),Comedy,"Comedy set inside the offices of the ""Nation Building Authority"", a newly created government organization responsible for overseeing major infrastructure projects.","https://m.media-amazon.com/images/M/MV5BMTk3MjMwNDkyOF5BMl5BanBnXkFtZTgwNjE1MzY0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",3163562,https://www.imdb.com/title/tt3163562/,27 min,UA,"30,813",6.1,Posters\3163562.jpg
Peter Pan,(2003),"Adventure,Family,Fantasy","The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.","https://m.media-amazon.com/images/M/MV5BMTM0ODI2MzA0NV5BMl5BanBnXkFtZTYwNjUzMzg2._V1_UY98_CR0,0,67,98_AL_.jpg",316396,https://www.imdb.com/title/tt0316396/,113 min,U,"235,189",7.7,Posters\316396.jpg
Guy's Grocery Games,(2013– ),"Game-Show,Reality-TV","Chefs compete for the chance of $20,000 as they are cooking inside a grocery store.","https://m.media-amazon.com/images/M/MV5BZjQwNDViNWYtOWZlNy00YzgyLTg5OWEtMGViMDAzNjI0MGYwXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UY98_CR3,0,67,98_AL_.jpg",3165150,https://www.imdb.com/title/tt3165150/,60 min,Not Rated,"6,228",6.5,Posters\3165150.jpg
Wag the Dog,(1997),"Comedy,Drama",Two half-siblings who grew up apart meet for the first time as adults and fall in love.,"https://m.media-amazon.com/images/M/MV5BNTQ5MTEzNTQ2MV5BMl5BanBnXkFtZTgwMzMyNTY5MzE@._V1_UY98_CR1,0,67,98_AL_.jpg",3166500,https://www.imdb.com/title/tt3166500/,99 min,UA,"11,983",5.2,Posters\3166500.jpg
Spider-Man 2,(2004),"Action,Adventure,Sci-Fi",Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,"https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR2,0,67,98_AL_.jpg",316654,https://www.imdb.com/title/tt0316654/,60 min,16,"38,038",7.5,Posters\316654.jpg
Mr. Holmes,(2015),"Drama,Mystery","An aged, retired Sherlock Holmes deals with dementia, as he tries to remember his final case, and a mysterious woman, whose memory haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again.","https://m.media-amazon.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3168230,https://www.imdb.com/title/tt3168230/,104 min,R,"22,610",6.5,Posters\3168230.jpg
The King of Staten Island,(2020),"Drama,Thriller","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",3170832,https://www.imdb.com/title/tt3170832/,118 min,16,"424,354",7.6,Posters\3170832.jpg
Because of Winn-Dixie,(2005),"Comedy,Drama,Family",A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.,"https://m.media-amazon.com/images/M/MV5BMTA3NDYzNDE0MjBeQTJeQWpwZ15BbWU3MDc3NjA3MzM@._V1_UX67_CR0,0,67,98_AL_.jpg",317132,https://www.imdb.com/title/tt0317132/,106 min,PG,"11,911",6.3,Posters\317132.jpg
The Inbetweeners 2,(2014),Comedy,"After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.","https://m.media-amazon.com/images/M/MV5BOTJlNWQxZjctYmE3ZS00OTc0LWE2M2ItNzQwNmYyMjU4NDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",317198,https://www.imdb.com/title/tt0317198/,108 min,UA,"115,799",6.0,Posters\317198.jpg
The Diary of a Teenage Girl,(2015),"Comedy,Drama,Romance",A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.,"https://m.media-amazon.com/images/M/MV5BMjE4MTQ3NTgwOF5BMl5BanBnXkFtZTgwMDQ3NTc5NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3172532,https://www.imdb.com/title/tt3172532/,102 min,All,"32,317",6.8,Posters\3172532.jpg
The Human Stain,(2003),"Drama,Romance,Thriller",Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.,"https://m.media-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",317303,https://www.imdb.com/title/tt0317303/,108 min,U,"29,171",5.5,Posters\317303.jpg
The Last Letter from Your Lover,(2021),"Crime,Thriller",A couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,"https://m.media-amazon.com/images/M/MV5BNmZmYWUxZjItNzUzOC00NGVlLTk2NDUtZThkYTk1N2Q5OTgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",3174376,https://www.imdb.com/title/tt3174376/,117 min,UA,"239,123",7.6,Posters\3174376.jpg
The Nest,(2009),"Biography,Comedy,Crime","In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.","https://m.media-amazon.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",317648,https://www.imdb.com/title/tt0317648/,93 min,UA,"48,673",7.2,Posters\317648.jpg
The Dead Don't Die,(2004),"Animation,Action,Adventure","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",317705,https://www.imdb.com/title/tt0317705/,115 min,16+,"22,917",6.9,Posters\317705.jpg
Honeymoon,(2014),"Drama,Fantasy,Horror",A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.,"https://m.media-amazon.com/images/M/MV5BMjI2MzA0NTk2NF5BMl5BanBnXkFtZTgwMzk2Njc0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",3177316,https://www.imdb.com/title/tt3177316/,87 min,R,"92,908",7.2,Posters\3177316.jpg
The Italian Job,(2003),"Action,Crime,Thriller","After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.","https://m.media-amazon.com/images/M/MV5BNDYyNzYxNjYtNmYzMC00MTE0LWIwMmYtNTAyZDBjYTIxMTRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",317740,https://www.imdb.com/title/tt0317740/,111 min,UA,"372,382",7.0,Posters\317740.jpg
Mission: Impossible III,(2006),"Action,Adventure,Thriller",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,"https://m.media-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",317919,https://www.imdb.com/title/tt0317919/,126 min,UA,"360,794",6.9,Posters\317919.jpg
Ask Me Anything,(2014),Drama,"A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communications, their self-images, and their love lives.","https://m.media-amazon.com/images/M/MV5BMTAwMzc2OTgwOTZeQTJeQWpwZ15BbWU4MDg2ODA4NjIx._V1_UX67_CR0,0,67,98_AL_.jpg",3179568,https://www.imdb.com/title/tt3179568/,119 min,R,"32,652",6.6,Posters\3179568.jpg
Madoff,(2016),"Biography,Crime,Drama",The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,"https://m.media-amazon.com/images/M/MV5BMzRiOWNkOWUtNTAyYS00NTA4LThkZmYtZmM5Y2ZlMzhlNTk2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",318155,https://www.imdb.com/title/tt0318155/,132 min,A,"45,238",8.0,Posters\318155.jpg
Secretary,(2016),"Adventure,Family,Fantasy",The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,"https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",3183660,https://www.imdb.com/title/tt3183660/,132 min,18,"10,980",7.0,Posters\3183660.jpg
The Cooler,(2003),"Drama,Romance","In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.","https://m.media-amazon.com/images/M/MV5BODYyZGE4ZWUtZGI0Yi00YjM1LTlmMWEtN2Q1YTFjYjQ5ZThmXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg",318374,https://www.imdb.com/title/tt0318374/,101 min,PG,"23,917",5.4,Posters\318374.jpg
Man of Tai Chi,(2013),"Action,Drama",Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,"https://m.media-amazon.com/images/M/MV5BMWExODI2ZjUtMTE2MS00NmRkLWJhYzYtYTkyMTFiMzEwMjkzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",318411,https://www.imdb.com/title/tt0318411/,112 min,PG-13,68,6.9,Posters\318411.jpg
Vinyl,(2016),"Drama,Music",A New York music executive in the 1970s hustles to make a career out of the city's diverse music scene.,"https://m.media-amazon.com/images/M/MV5BMTY1Nzc3Mzk2NF5BMl5BanBnXkFtZTgwMjUzNTA1NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",3186130,https://www.imdb.com/title/tt3186130/,60 min,18,"23,994",7.7,Posters\3186130.jpg
F9,(2021),"Action,Crime,Thriller","Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped.","https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",318627,https://www.imdb.com/title/tt0318627/,127 min,A,"123,290",7.3,Posters\318627.jpg
Tut,(2015),"Biography,Drama,History",A New York City homicide detective cracks case after case while raising wild twin boys and locking horns with her less-than-helpful Police Detective ex-husband.,"https://m.media-amazon.com/images/M/MV5BMTQ1MTA1MTEyOF5BMl5BanBnXkFtZTgwMTAwMzMwNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",3187578,https://www.imdb.com/title/tt3187578/,24 min,R,"2,713",6.5,Posters\3187578.jpg
Marvin's Room,(2003),"Drama,Fantasy,Romance",Several disparate but connected individuals go through the AIDS crisis in the mid-1980s.,"https://m.media-amazon.com/images/M/MV5BZjJlM2RhNTgtYTQxMy00ZmJkLWIxNDQtOTQzYjg5Y2Y4YjUwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg",318997,https://www.imdb.com/title/tt0318997/,86 min,R,"1,908",5.6,Posters\318997.jpg
Unbroken,(I) (2014),"Action,Biography,Drama",A frustrated son tries to determine the fact from fiction in his dying father's life.,"https://m.media-amazon.com/images/M/MV5BZTNlNTQzMGEtYjU4Yi00MzEzLThmMTQtNmM0NzcxZWI1MTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",319061,https://www.imdb.com/title/tt0319061/,96 min,UA,"120,837",6.2,Posters\319061.jpg
The Day After Tomorrow,(2004),"Action,Adventure,Sci-Fi","Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.","https://m.media-amazon.com/images/M/MV5BNWNkNzljZjktY2MwNi00OWExLTliNTMtOTk0NGU2ZDQ3ZTEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",319262,https://www.imdb.com/title/tt0319262/,124 min,U,"453,614",6.4,Posters\319262.jpg
Good Sam,(1991),"Adventure,Comedy,Family","Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit.","https://m.media-amazon.com/images/M/MV5BMzUxNzkzMzQtYjIxZC00NzU0LThkYTQtZjNhNTljMTA1MDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",319343,https://www.imdb.com/title/tt0319343/,97 min,R,"176,749",7.0,Posters\319343.jpg
The Song of Names,(2019),"Drama,Music,Mystery",A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.,"https://m.media-amazon.com/images/M/MV5BMTUwNDU4NjE1N15BMl5BanBnXkFtZTgwOTc0MzA5NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",3195644,https://www.imdb.com/title/tt3195644/,112 min,All,"29,362",7.8,Posters\3195644.jpg
Happy Valley,(2014–2023),Drama,"During the Great Depression, an Oklahoma farm boy and a charismatic minister learn that they are key players in a proxy war being fought between Heaven and Hell.","https://m.media-amazon.com/images/M/MV5BMDU5YTdlNzItZjhhMy00YmRkLWI2MzAtNTU5ZDFiNjFiYmVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",319969,https://www.imdb.com/title/tt0319969/,98 min,R,"117,105",7.3,Posters\319969.jpg
Dominion,(1994–1999),"Action,Adventure,Crime","Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both her classmates and her domineering, religious mother.","https://m.media-amazon.com/images/M/MV5BNTJiNzAxZTktZjcxZS00ZTg3LWI0ODItNTFkOWQ1YWZlMDY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",319970,https://www.imdb.com/title/tt0319970/,100 min,PG-13,"23,156",8.3,Posters\319970.jpg
The Conners,(2018– ),Comedy,"Huge egos. Backbiting assistants. Screaming deadlines. Claudia ""Claude"" Casey has moved up in the secretarial world of television news, from permanent floater to the anchor's desk. It's a ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNjU1MjkxMjYzMV5BMl5BanBnXkFtZTcwMzY1NzgwNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",320052,https://www.imdb.com/title/tt0320052/,11 min,R,"7,704",6.4,Posters\320052.jpg
Extinction,(2018),"Action,Drama,Sci-Fi","A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.","https://m.media-amazon.com/images/M/MV5BMTU5OTYzMzcwOF5BMl5BanBnXkFtZTgwNTkzMzk4NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",3201640,https://www.imdb.com/title/tt3201640/,95 min,16,"53,995",5.8,Posters\3201640.jpg
All or Nothing: Arsenal,(2022),"Documentary,Sport","Based on the true story of Michael Alig, a Club Kid party organizer whose life was sent spiraling down when he bragged on television about killing his drug dealer and roommate.","https://m.media-amazon.com/images/M/MV5BYjZlMWM1MGEtY2M5OS00MWZhLWI1OGUtYTAwY2JlM2U1ZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",320244,https://www.imdb.com/title/tt0320244/,119 min,R,"26,778",5.2,Posters\320244.jpg
A Good Day to Die Hard,(2013),"Action,Thriller",A pair of burglars stumble upon a woman being held captive in a home they intended to rob.,"https://m.media-amazon.com/images/M/MV5BNTk3NWI3NTktMjBkYi00OGJlLWE1MmItNjlkZTExMTZmZDdhXkEyXkFqcGdeQXVyMjU4ODU0MzU@._V1_UX67_CR0,0,67,98_AL_.jpg",3203528,https://www.imdb.com/title/tt3203528/,100 min,R,"18,905",6.7,Posters\3203528.jpg
Mrs. Henderson Presents,(2010),"Game-Show,Reality-TV",Two contestants battle it out to face Bobby Flay. The victor faces Bobby Flay with their own signature dish. Who can beat the Flayster?,"https://m.media-amazon.com/images/M/MV5BOWRmODU2NTEtYTM3NC00NGZkLWFkZTYtMjFkOWRiOTExN2YyXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg",3205302,https://www.imdb.com/title/tt3205302/,140 min,UA,"1,183,034",7.9,Posters\3205302.jpg
Slow West,(2015),"Action,Adventure,Drama","A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.","https://m.media-amazon.com/images/M/MV5BNTYxNDA5ODk5NF5BMl5BanBnXkFtZTgwNzMwMzIwNTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3205376,https://www.imdb.com/title/tt3205376/,84 min,PG-13,"12,245",6.5,Posters\3205376.jpg
Desperate Housewives,(2014–2020),"Crime,Drama,Mystery",A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.,"https://m.media-amazon.com/images/M/MV5BZDQ5ZDRhMWItNjA5Ni00MDhiLTgwN2EtZjFkYzgzNjBhZTIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",3205802,https://www.imdb.com/title/tt3205802/,52 min,A,264,7.5,Posters\3205802.jpg
Juno,(2007),"Comedy,Drama","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","https://m.media-amazon.com/images/M/MV5BMTI2ODhkMjMtYWU2Yy00MjI1LThlNDctZTJmNDE2MDE4ZDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",320661,https://www.imdb.com/title/tt0320661/,45 min,16,"83,132",7.9,Posters\320661.jpg
Underworld,(2003),"Action,Fantasy,Thriller","Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.","https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",320691,https://www.imdb.com/title/tt0320691/,115 min,R,"5,037",6.6,Posters\320691.jpg
Viper,(2002 TV Movie),"Drama,Horror,Sci-Fi","Set in Ireland during the Great Famine, the drama follows an Irish Ranger who has been fighting for the British Army abroad, as he abandons his post to reunite with his family.","https://m.media-amazon.com/images/M/MV5BNzQzMzAwOGYtMjFkMC00YTQwLTllNWEtYmU5NzM2NWExNzI4XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_UX67_CR0,0,67,98_AL_.jpg",3208026,https://www.imdb.com/title/tt3208026/,436 min,A,471,7.1,Posters\3208026.jpg
The Omen,(2006),Comedy,"Three part BBC series regarding four Welsh wife/husband couples, old university friends now tumultuosly reunited in (mostly) retirement. A dark comedy about aging, Welsh nationalism, & memory & friendship.","https://m.media-amazon.com/images/M/MV5BMTRlMzMxNzItZjFlMi00NDNiLWFhZDAtNGE2MTNmODk4YWFjXkEyXkFqcGdeQXVyNjg1NzcwODE@._V1_UY98_CR1,0,67,98_AL_.jpg",320912,https://www.imdb.com/title/tt0320912/,110 min,UA,"24,229",5.3,Posters\320912.jpg
What I Like About You,(2002–2006),Comedy,"When Holly's father is transferred to Japan, she is sent to live with her big sister Valerie in New York City, turning Valerie's life upside down.","https://m.media-amazon.com/images/M/MV5BM2MwMTRmNzktYTQ1ZS00MzEwLWIzZjctOGVhZWExYThmYmQ2XkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_UX67_CR0,0,67,98_AL_.jpg",321018,https://www.imdb.com/title/tt0321018/,92 min,R,"22,159",6.0,Posters\321018.jpg
Inside Man,(2006),"Crime,Drama,Mystery",Series about the special FBI Missing Persons Squad that finds missing people by applying advanced psychological profiling to reveal the victims lives.,"https://m.media-amazon.com/images/M/MV5BZjRlNzQyN2MtMWNlYi00YTA3LTlkMGItNTY2OWZkNTkwNDgyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR3,0,67,98_AL_.jpg",321021,https://www.imdb.com/title/tt0321021/,98 min,U,"1,121,111",8.4,Posters\321021.jpg
Navalny,(2022),"Documentary,Biography",A soon-to-be bride on her way to a wedding rehearsal is having second thoughts and decides to take a detour. Car breaks down and a hitchiker offers help. Could it be fate?,"https://m.media-amazon.com/images/M/MV5BNDVkMTk1ZjktYzdiNi00YjcwLWEzNGMtY2NhYjA3MTk3NzJkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",3212904,https://www.imdb.com/title/tt3212904/,311 min,A,"4,702",7.8,Posters\3212904.jpg
Those Who Wish Me Dead,(2021),"Action,Drama,Thriller",A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.,"https://m.media-amazon.com/images/M/MV5BMDAxMmQ0NTAtNDllNC00ZjE2LTlkNjUtMmExNmY0MmNkMDQ0XkEyXkFqcGdeQXVyNzYyOTM1ODI@._V1_UX67_CR0,0,67,98_AL_.jpg",3215824,https://www.imdb.com/title/tt3215824/,100 min,UA,"116,631",5.7,Posters\3215824.jpg
The Daughter,(2015),Drama,"A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.","https://m.media-amazon.com/images/M/MV5BOTI4NDkxMTAxM15BMl5BanBnXkFtZTgwMzU1Mzk5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3216348,https://www.imdb.com/title/tt3216348/,96 min,PG-13,"18,440",5.8,Posters\3216348.jpg
Scary Movie,(2001–2005),"Drama,Horror,Mystery",Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,"https://m.media-amazon.com/images/M/MV5BMzExYjcyYWMtY2JkOC00NDUwLTg2OTgtMDI3MGY2OWQzMDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",322259,https://www.imdb.com/title/tt0322259/,107 min,A,"277,207",5.9,Posters\322259.jpg
The Secret Garden,(2021),"Action,Thriller","An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.","https://m.media-amazon.com/images/M/MV5BYmU4NTk4OWYtMjE4My00MGVkLTgwY2EtZTZjN2YyOGFiMDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",322330,https://www.imdb.com/title/tt0322330/,100 min,R,"8,162",7.3,Posters\322330.jpg
Kings,(2017),"Crime,Drama,Romance",Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,"https://m.media-amazon.com/images/M/MV5BZWE3ZDYwNmItOWM5ZS00Y2Q4LTlhNmYtODlhY2QxYzA1MDlhXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_UX67_CR0,0,67,98_AL_.jpg",3224458,https://www.imdb.com/title/tt3224458/,109 min,Not Rated,"81,962",7.3,Posters\3224458.jpg
Noragami,(2014–2015),"Animation,Action,Adventure","A minor god seeking to gain widespread worship teams up with a human girl he saved to gain fame, recognition and at least one shrine dedicated to him.","https://m.media-amazon.com/images/M/MV5BMjY1MjU5MjQtZWFiNi00MjE0LTk1ZTktY2RhNzc1OWQ1M2FjXkEyXkFqcGdeQXVyNTk5NTQ1NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",3225270,https://www.imdb.com/title/tt3225270/,105 min,U,"218,464",7.8,Posters\3225270.jpg
Honey,(2003),"Drama,Music,Romance","Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.","https://m.media-amazon.com/images/M/MV5BMmY1MGMwOTctNDg1Ni00YWU2LTg5ZTEtYjE1NmJjZTAyZjVjXkEyXkFqcGdeQXVyOTQ5Njc0MDU@._V1_UX67_CR0,0,67,98_AL_.jpg",322589,https://www.imdb.com/title/tt0322589/,94 min,U,"46,196",5.3,Posters\322589.jpg
A Beautiful Day in the Neighborhood,(2019),"Biography,Drama",A live-action prequel feature film following a young Cruella de Vil.,"https://m.media-amazon.com/images/M/MV5BOWI5YTUxOWEtZmRiZS00ZmQxLWE2NzctYTRiODA2NzE1ZjczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",3228774,https://www.imdb.com/title/tt3228774/,134 min,A,"237,269",7.7,Posters\3228774.jpg
Hocus Pocus,(2018),"Crime,Drama,Mystery","A hip-hop mogul must choose a successor among his three sons who are battling for control over his multi-million dollar company, while his ex-wife schemes to reclaim what is hers.","https://m.media-amazon.com/images/M/MV5BOWY0ZmY1Y2MtYTY0OC00ODc4LTg1MjEtOTY2Yjg0MmM3MTZjXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg",3228904,https://www.imdb.com/title/tt3228904/,95 min,U,"89,368",5.9,Posters\3228904.jpg
The Wedding Veil Expectations,(2023 TV Movie),Romance,"Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors.","https://m.media-amazon.com/images/M/MV5BMTUwMDQ2NTM2NF5BMl5BanBnXkFtZTgwMTk1NTk4OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3230454,https://www.imdb.com/title/tt3230454/,91 min,A,"99,627",7.0,Posters\3230454.jpg
The Expanse,(2015–2022),"Drama,Mystery,Sci-Fi","In the 24th century, a group of humans untangle a vast plot which threatens the Solar System's fragile state of detente.","https://m.media-amazon.com/images/M/MV5BZDVmMDljM2QtZDkzZC00ZDg2LWFiMGItZjNiNjliZjg2MGEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX67_CR0,0,67,98_AL_.jpg",3230854,https://www.imdb.com/title/tt3230854/,108 min,UA,"512,007",7.3,Posters\3230854.jpg
